geolocation_zip_code_prefix,lat,lng,city,state
04061,-23.613178983378155,-46.64924814389355,sao paulo,SP
04062,-23.619009195394987,-46.64798058035659,sao paulo,SP
04063,-23.613755532084,-46.65016220395195,sao paulo,SP
04064,-23.618635690259094,-46.64816024508046,sao paulo,SP
04065,-23.62113673147612,-46.64910951810552,sao paulo,SP
04066,-23.615254047737892,-46.65185645053088,sao paulo,SP
04067,-23.61505279961335,-46.65310241909515,sao paulo,SP
04068,-23.62150234388968,-46.64751226131051,sao paulo,SP
04069,-23.62308794198074,-46.64347334110451,sao paulo,SP
04070,-23.6272401127854,-46.64754261948182,sao paulo,SP
04071,-23.62471325728548,-46.65020624770617,sao paulo,SP
04072,-23.623689164031383,-46.65292612822439,sao paulo,SP
04074,-23.61103731685386,-46.65595800629095,sao paulo,SP
04075,-23.603088647279645,-46.65823910636795,sao paulo,SP
04076,-23.606976918402673,-46.65662197446478,sao paulo,SP
04077,-23.60748037926311,-46.657952712594344,sao paulo,SP
04078,-23.60693447460901,-46.65847201497499,sao paulo,SP
04079,-23.608438805989998,-46.65891024839867,sao paulo,SP
04080,-23.609388598550805,-46.66056416778228,sao paulo,SP
04081,-23.610055510820043,-46.66215548167814,sao paulo,SP
04082,-23.611693086588986,-46.66175435844541,sao paulo,SP
04083,-23.612954688991245,-46.66200129059129,sao paulo,SP
04084,-23.61400778406145,-46.66232275200535,sao paulo,SP
04085,-23.61500734429283,-46.66163964379837,sao paulo,SP
04086,-23.61153694823706,-46.66063228129149,sao paulo,SP
04087,-23.609960329721872,-46.66065474140166,sao paulo,SP
04088,-23.605766999999993,-46.66113700916094,sao paulo,SP
04089,-23.606545344885298,-46.66032713470176,sao paulo,SP
04090,-23.609703174851425,-46.66192238204739,sao paulo,SP
04094,-23.585119491211948,-46.65571559421623,sao paulo,SP
04097,-23.581228674966987,-46.65839819204812,sao paulo,SP
04101,-23.58043869525076,-46.63888929793991,sao paulo,SP
04102,-23.591192775815564,-46.631725438695085,sao paulo,SP
04103,-23.574491873997324,-46.63631139439666,sao paulo,SP
04104,-23.57600653967728,-46.63830179336661,sao paulo,SP
04105,-23.577943243322764,-46.63625802047146,sao paulo,SP
04106,-23.58138686441803,-46.63568069504874,sao paulo,SP
04107,-23.579683412574287,-46.63448141909515,sao paulo,SP
04108,-23.57801354052453,-46.63088946829016,sao paulo,SP
04109,-23.57579796364474,-46.63186907216226,sao paulo,SP
04110,-23.58441909463907,-46.63351362086679,sao paulo,SP
04111,-23.586705780873128,-46.632447,sao paulo,SP
04112,-23.584793872750893,-46.62895280933688,sao paulo,SP
04113,-23.58445474881703,-46.62636087579224,sao paulo,SP
04114,-23.585829485429045,-46.623411,sao paulo,SP
04115,-23.590002908130888,-46.62422039731083,sao paulo,SP
04116,-23.592529550377957,-46.625239010964265,sao paulo,SP
04117,-23.589494016583004,-46.630117358376445,sao paulo,SP
04118,-23.59518348723239,-46.62885824999999,sao paulo,SP
04119,-23.5925515249722,-46.63491131793522,sao paulo,SP
04120,-23.595894770053086,-46.63094748549689,sao paulo,SP
04121,-23.597718977797324,-46.62381109658664,sao paulo,SP
04122,-23.603187216486816,-46.62104071051421,sao paulo,SP
04123,-23.60766416111719,-46.627407547665776,sao paulo,SP
04124,-23.598255525535222,-46.62045463627446,sao paulo,SP
04125,-23.600767201497504,-46.61909961254258,sao paulo,SP
04126,-23.598444070214693,-46.630677015191324,sao paulo,SP
04127,-23.6015555656414,-46.63022344463039,sao paulo,SP
04128,-23.602842534551925,-46.63343200506379,sao paulo,SP
04129,-23.603079583126537,-46.62318852594602,sao paulo,SP
04130,-23.604960850813704,-46.619876951915856,sao paulo,SP
04131,-23.60735669428414,-46.618098003606676,sao paulo,SP
04132,-23.61365778906744,-46.61771602558122,sao paulo,SP
04133,-23.619800110883467,-46.618490901188444,sao paulo,SP
04134,-23.606964429366933,-46.62307490951586,sao paulo,SP
04135,-23.608836988598306,-46.62977311153578,sao paulo,SP
04136,-23.610390333472786,-46.62508892638063,sao paulo,SP
04137,-23.6114148148158,-46.62101197599397,sao paulo,SP
04138,-23.61259055606211,-46.63602994566911,sao paulo,SP
04139,-23.60591554731953,-46.633452532748585,sao paulo,SP
04140,-23.606938330284468,-46.63038147835992,sao paulo,SP
04141,-23.610163547319534,-46.63447584026779,sao paulo,SP
04142,-23.611666259067626,-46.6318919963933,sao paulo,SP
04143,-23.614689499307506,-46.635086677073105,sao paulo,SP
04144,-23.617976052702616,-46.637358750000004,sao paulo,SP
04145,-23.61639657591317,-46.632481417710174,sao paulo,SP
04146,-23.6174025431646,-46.630564082434056,sao paulo,SP
04147,-23.6204325,-46.63009916292053,sao paulo,SP
04148,-23.6144385,-46.62403979516995,sao paulo,SP
04149,-23.61682949078068,-46.62302816701768,sao paulo,SP
04150,-23.620218013878453,-46.62234550069249,sao paulo,SP
04151,-23.62149400835419,-46.625539176043304,sao paulo,SP
04152,-23.62460857072039,-46.62489438121068,sao paulo,SP
04153,-23.62709491534424,-46.62451649363674,sao paulo,SP
04154,-23.62945264793122,-46.62175154746376,sao paulo,SP
04155,-23.632927999307512,-46.626056966595364,sao paulo,SP
04156,-23.631978887039068,-46.622332089099146,sao paulo,SP
04157,-23.6313811470945,-46.61901277116394,sao paulo,SP
04158,-23.624428191795573,-46.61879554010616,sao paulo,SP
04159,-23.622812496537545,-46.61205046316719,sao paulo,SP
04160,-23.625830965303848,-46.611145450076435,sao paulo,SP
04161,-23.629719719400995,-46.61602568890397,sao paulo,SP
04162,-23.62727483152521,-46.60755046433723,sao paulo,SP
04163,-23.629405898003338,-46.61400393588781,sao paulo,SP
04164,-23.628449970165597,-46.60887375,sao paulo,SP
04165,-23.62652479294825,-46.606020687350224,sao paulo,SP
04166,-23.642191529560264,-46.60689855229071,sao paulo,SP
04167,-23.633242868717197,-46.61159525659903,sao paulo,SP
04168,-23.63390745406544,-46.61071930910819,sao paulo,SP
04169,-23.64142445532393,-46.61383318789315,sao paulo,SP
04170,-23.6352265881182,-46.61271464168448,sao paulo,SP
04171,-23.637086593071423,-46.612726664031385,sao paulo,SP
04173,-23.63951565889549,-46.6108205553696,sao paulo,SP
04174,-23.63448623078156,-46.607160745628704,sao paulo,SP
04176,-23.635614572854752,-46.60354402803607,sao paulo,SP
04177,-23.641518509031037,-46.60843236774979,sao paulo,SP
04180,-23.63579380815759,-46.60082503130565,sao paulo,SP
04181,-23.63854403650044,-46.59956543158863,sao paulo,SP
04182,-23.641354477653092,-46.599395134595994,sao paulo,SP
04183,-23.64308110491085,-46.596738211350925,sao paulo,SP
04184,-23.64822256966949,-46.59940043347176,sao paulo,SP
04185,-23.64733809409081,-46.59185885429047,sao paulo,SP
04186,-23.646701818483475,-46.59570688059031,sao paulo,SP
04187,-23.648796733279465,-46.594854,sao paulo,SP
04190,-23.651639664723877,-46.60282828795658,sao paulo,SP
04191,-23.646430639272886,-46.60420869060535,sao paulo,SP
04193,-23.649087013389025,-46.60847171530384,sao paulo,SP
04194,-23.653741180131536,-46.610426975301486,sao paulo,SP
04195,-23.6569914183815,-46.61249024639332,sao paulo,SP
04201,-23.574830521784317,-46.605902285734885,sao paulo,SP
04202,-23.57820744907378,-46.605741304677125,sao paulo,SP
04203,-23.591958595475795,-46.60665563128177,sao paulo,SP
04204,-23.585398951853136,-46.60633703244011,sao paulo,SP
04205,-23.584328444630387,-46.60553575555424,sao paulo,SP
04206,-23.58636529447746,-46.604241266864754,sao paulo,SP
04207,-23.586502583819026,-46.602660943449536,sao paulo,SP
04208,-23.59358051276761,-46.60110339210283,sao paulo,SP
04209,-23.58863526298894,-46.60033240252418,sao paulo,SP
04210,-23.58544857285476,-46.60406807216228,sao paulo,SP
04211,-23.58985106050551,-46.607522725921854,sao paulo,SP
04212,-23.589656470858092,-46.60181276276761,sao paulo,SP
04213,-23.59243655453289,-46.60304528864907,sao paulo,SP
04214,-23.59404445268046,-46.59746731001339,sao paulo,SP
04215,-23.59557045497238,-46.60288337246811,sao paulo,SP
04216,-23.597246153336958,-46.600054873667624,sao paulo,SP
04217,-23.5991249478187,-46.59436825273786,sao paulo,SP
04218,-23.600478537350742,-46.5999777862756,sao paulo,SP
04220,-23.59767668082403,-46.58578537948696,sao paulo,SP
04221,-23.593062677376118,-46.594814476904205,sao paulo,SP
04222,-23.59701643297361,-46.59044121856429,sao paulo,SP
04223,-23.59952094240868,-46.58981233673322,sao paulo,SP
04224,-23.59696147446477,-46.594419097423355,sao paulo,SP
04225,-23.60277934013788,-46.5894162791419,sao paulo,SP
04229,-23.606296575076456,-46.59298349278662,sao paulo,SP
04230,-23.604383702536747,-46.596313672813665,sao paulo,SP
04231,-23.60576790235992,-46.596718030626846,sao paulo,SP
04232,-23.61569489862282,-46.593471248635474,sao paulo,SP
04233,-23.545545323206913,-46.5740898336155,sao paulo,SP
04235,-23.6149559820524,-46.59123349677601,sao paulo,SP
04236,-23.61260349780278,-46.59307539976522,sao paulo,SP
04239,-23.623294216167057,-46.583018818046384,sao paulo,SP
04240,-23.619435182951094,-46.585967995079045,sao paulo,SP
04241,-23.62311005245542,-46.58871345920133,sao paulo,SP
04242,-23.626109878554416,-46.58827117244798,sao paulo,SP
04243,-23.62735381445843,-46.58658797694145,sao paulo,SP
04244,-23.62958825228049,-46.587901462280456,sao paulo,SP
04246,-23.624361898519254,-46.59801168265244,sao paulo,SP
04247,-23.613393562034723,-46.60061204189518,sao paulo,SP
04248,-23.61238337246812,-46.596890037884464,sao paulo,SP
04249,-23.616404935899304,-46.599713982157624,sao paulo,SP
04250,-23.62001522564774,-46.59875267894857,sao paulo,SP
04251,-23.62497269608748,-46.597603065497175,sao paulo,SP
04252,-23.61338164854051,-46.59835676276761,sao paulo,SP
04253,-23.618511754371283,-46.596193920231,sao paulo,SP
04254,-23.61915705839079,-46.59429148147612,sao paulo,SP
04255,-23.62366999083907,-46.59371507758772,sao paulo,SP
04256,-23.629490701497495,-46.591772791217025,sao paulo,SP
04257,-23.633509732082914,-46.59168846258211,sao paulo,SP
04258,-23.63514188926076,-46.58774223980032,sao paulo,SP
04260,-23.58251728642737,-46.614437502221705,sao paulo,SP
04261,-23.582157413569774,-46.61206213627446,sao paulo,SP
04262,-23.598757603397516,-46.60966234725617,sao paulo,SP
04263,-23.58852404144252,-46.61046122048808,sao paulo,SP
04264,-23.584933341104502,-46.613573635928205,sao paulo,SP
04265,-23.586747909660094,-46.61624645545043,sao paulo,SP
04266,-23.58982079156327,-46.60934982514856,sao paulo,SP
04267,-23.59773702539099,-46.610627264643064,sao paulo,SP
04268,-23.594841439912855,-46.60882291430551,sao paulo,SP
04269,-23.60118010130417,-46.61237057216226,sao paulo,SP
04270,-23.591180043020373,-46.61342743217374,sao paulo,SP
04271,-23.589653008050075,-46.61676307944141,sao paulo,SP
04272,-23.603080222315185,-46.61482148987243,sao paulo,SP
04273,-23.60388138995326,-46.61462045184374,sao paulo,SP
04274,-23.59180374604707,-46.618231895435386,sao paulo,SP
04275,-23.593703605603345,-46.61658036894656,sao paulo,SP
04276,-23.599887233971955,-46.614006544383976,sao paulo,SP
04277,-23.600279959433706,-46.61232251276762,sao paulo,SP
04278,-23.60198870774424,-46.60910656341969,sao paulo,SP
04279,-23.59940832564602,-46.60613725506377,sao paulo,SP
04280,-23.6043395664627,-46.607022952901644,sao paulo,SP
04281,-23.606065655562944,-46.60905224639333,sao paulo,SP
04282,-23.607824395781638,-46.61094936303305,sao paulo,SP
04283,-23.60781505023373,-46.60457359686078,sao paulo,SP
04284,-23.608571091869106,-46.60193481556928,sao paulo,SP
04285,-23.612929716760938,-46.60364411878932,sao paulo,SP
04286,-23.61570100429917,-46.603291532506645,sao paulo,SP
04287,-23.6076043305586,-46.60584957722605,sao paulo,SP
04288,-23.610813516792653,-46.612168299685464,sao paulo,SP
04289,-23.6078974069876,-46.615579978763954,sao paulo,SP
04290,-23.61494508243405,-46.61422144463037,sao paulo,SP
04291,-23.6182854657222,-46.61403980474923,sao paulo,SP
04292,-23.61793800159449,-46.611450946443334,sao paulo,SP
04293,-23.621521721379786,-46.614697618194775,sao paulo,SP
04294,-23.619481732442743,-46.6066347901783,sao paulo,SP
04295,-23.622108653341236,-46.60440626096427,sao paulo,SP
04296,-23.62102998389984,-46.60461684179701,sao paulo,SP
04297,-23.62802119233657,-46.601792733135234,sao paulo,SP
04298,-23.627055415488478,-46.600323631975286,sao paulo,SP
04301,-23.62128373516324,-46.63289636736993,sao paulo,SP
04302,-23.621931927145237,-46.6371725448237,sao paulo,SP
04303,-23.62458296169717,-46.63661945202845,sao paulo,SP
04304,-23.62707666388715,-46.63619392568815,sao paulo,SP
04305,-23.628778889809023,-46.63359858604073,sao paulo,SP
04306,-23.63062469608748,-46.63556153941368,sao paulo,SP
04307,-23.6307324970858,-46.64326747678308,sao paulo,SP
04308,-23.645853174546076,-46.64046157067274,sao paulo,SP
04309,-23.64555968107366,-46.64087762879922,sao paulo,SP
04310,-23.63233944240868,-46.64049846364474,sao paulo,SP
04311,-23.632489503606685,-46.63796673723239,sao paulo,SP
04312,-23.63259776019966,-46.63131818541166,sao paulo,SP
04313,-23.637137165964624,-46.638927644324525,sao paulo,SP
04314,-23.63582628781236,-46.63531048251485,sao paulo,SP
04315,-23.63551123954463,-46.62852506411218,sao paulo,SP
04316,-23.638745096024056,-46.63535247584975,sao paulo,SP
04317,-23.643464416325195,-46.63306021794391,sao paulo,SP
04318,-23.645115283368952,-46.63657593075192,sao paulo,SP
04319,-23.64730755800968,-46.6369084118818,sao paulo,SP
04320,-23.64890951041602,-46.63679511073923,sao paulo,SP
04321,-23.6474484859653,-46.643733245772935,sao paulo,SP
04323,-23.654561783513188,-46.63994743089616,sao paulo,SP
04324,-23.653180655562938,-46.63742197807145,sao paulo,SP
04325,-23.66485186372554,-46.636691807160005,sao paulo,SP
04326,-23.659221645853755,-46.63535380845565,sao paulo,SP
04327,-23.66308175456041,-46.63267662275009,sao paulo,SP
04328,-23.66464988934893,-46.63580502314515,sao paulo,SP
04330,-23.657234930059428,-46.64689495475793,sao paulo,SP
04331,-23.658441548118034,-46.6494087387616,sao paulo,SP
04332,-23.65931415528882,-46.64936471367059,sao paulo,SP
04333,-23.66123922814357,-46.64464032930353,sao paulo,SP
04334,-23.661060621977633,-46.63897159658664,sao paulo,SP
04335,-23.66352568942238,-46.63956314501704,sao paulo,SP
04336,-23.66542820927345,-46.64478972519701,sao paulo,SP
04337,-23.665173071743915,-46.64681049965375,sao paulo,SP
04338,-23.669776341652767,-46.64614252481897,sao paulo,SP
04339,-23.667724361922197,-46.640865846384884,sao paulo,SP
04340,-23.66814320388937,-46.63992224868714,sao paulo,SP
04342,-23.635310886904637,-46.64927261802472,sao paulo,SP
04343,-23.635630875382304,-46.64648725659299,sao paulo,SP
04344,-23.637509025535223,-46.6454395226595,sao paulo,SP
04345,-23.637938940879472,-46.64278854509784,sao paulo,SP
04346,-23.64036523446758,-46.65073723147611,sao paulo,SP
04347,-23.642389593109858,-46.64799656869981,sao paulo,SP
04348,-23.645429999999998,-46.65044324639332,sao paulo,SP
04349,-23.6485793237636,-46.64835147994691,sao paulo,SP
04350,-23.645044325422703,-46.653334216140564,sao paulo,SP
04351,-23.645786992786636,-46.65422891756595,sao paulo,SP
04355,-23.63365447419065,-46.65761251131052,sao paulo,SP
04356,-23.63668094171619,-46.65945394740565,sao paulo,SP
04357,-23.636231749639425,-46.65539091737165,sao paulo,SP
04358,-23.639757563838053,-46.65764165126377,sao paulo,SP
04359,-23.640317905635058,-46.65511449531155,sao paulo,SP
04360,-23.640697509290835,-46.66321322368121,sao paulo,SP
04361,-23.643884671388975,-46.66251227546312,sao paulo,SP
04362,-23.64534937691152,-46.6685587833468,sao paulo,SP
04363,-23.647463790726555,-46.66668753595122,sao paulo,SP
04364,-23.65060606977766,-46.67069984266091,sao paulo,SP
04365,-23.674498450497893,-46.64268519924684,sao paulo,SP
04366,-23.668256084369936,-46.6517678200901,sao paulo,SP
04367,-23.651177950602985,-46.66675729506972,sao paulo,SP
04368,-23.65540854027409,-46.6666703621659,sao paulo,SP
04369,-23.655947650740757,-46.66216168487391,sao paulo,SP
04370,-23.649642692416062,-46.66131888426911,sao paulo,SP
04371,-23.64873258035658,-46.65863992394259,sao paulo,SP
04372,-23.648070614490145,-46.65729694001861,sao paulo,SP
04373,-23.65372998515491,-46.66006911642339,sao paulo,SP
04374,-23.651026963082142,-46.654921400989636,sao paulo,SP
04375,-23.655403128992305,-46.6571881623845,sao paulo,SP
04376,-23.653783319464424,-46.65540391020836,sao paulo,SP
04377,-23.653046451569615,-46.65199300943506,sao paulo,SP
04378,-23.650310817935207,-46.66057387483404,sao paulo,SP
04379,-23.656467091861757,-46.65669813634658,sao paulo,SP
04381,-23.654399600193315,-46.66762266978765,sao paulo,SP
04382,-23.655566608661765,-46.66403821565007,sao paulo,SP
04383,-23.658772452680463,-46.66050562101103,sao paulo,SP
04384,-23.6603204635005,-46.65932210505508,sao paulo,SP
04385,-23.66468707052813,-46.656522209547575,sao paulo,SP
04386,-23.66361325867046,-46.65549658214558,sao paulo,SP
04387,-23.662874933666103,-46.65146619525076,sao paulo,SP
04401,-23.668189868139354,-46.66497209394658,sao paulo,SP
04402,-23.666952436126977,-46.66261124639332,sao paulo,SP
04403,-23.67296029063851,-46.660889305257314,sao paulo,SP
04404,-23.668775025535226,-46.65798477768482,sao paulo,SP
04405,-23.673483347283916,-46.656970253040434,sao paulo,SP
04406,-23.67059080460501,-46.654251709575554,sao paulo,SP
04407,-23.67106967319141,-46.65151161407647,sao paulo,SP
04408,-23.674029322926874,-46.650082234886455,sao paulo,SP
04409,-23.67662236580301,-46.65116361885149,sao paulo,SP
04410,-23.67986650706943,-46.64847631459388,sao paulo,SP
04411,-23.677966132390882,-46.64379599502333,sao paulo,SP
04412,-23.67434034693288,-46.64539100258188,sao paulo,SP
04413,-23.670466252420766,-46.6379946880374,sao paulo,SP
04414,-23.672513495128246,-46.63874700797796,sao paulo,SP
04415,-23.674176045804145,-46.63510073842375,sao paulo,SP
04416,-23.677149538781244,-46.6387062901783,sao paulo,SP
04417,-23.679490421316853,-46.63350905759131,sao paulo,SP
04419,-23.68237005467713,-46.64065564047007,sao paulo,SP
04421,-23.689407999132992,-46.63955309618954,sao paulo,SP
04423,-23.68543286261469,-46.6354377791419,sao paulo,SP
04424,-23.68699322592187,-46.63978315878592,sao paulo,SP
04425,-23.68580110164961,-46.643402802527525,sao paulo,SP
04426,-23.68496570160418,-46.645837491301336,sao paulo,SP
04427,-23.68078960644007,-46.65225170413756,sao paulo,SP
04428,-23.681464159303808,-46.65465295861912,sao paulo,SP
04429,-23.678765989901777,-46.66138526610017,sao paulo,SP
04430,-23.690605064827352,-46.64834842284608,sao paulo,SP
04431,-23.68820043020366,-46.65468598917996,sao paulo,SP
04432,-23.685123122396,-46.6630799824972,sao paulo,SP
04433,-23.685032698360807,-46.65796230619306,sao paulo,SP
04434,-23.6837778373536,-46.6665130576161,sao paulo,SP
04436,-23.671087077846423,-46.67277056973856,sao paulo,SP
04437,-23.67224252928614,-46.67575239647411,sao paulo,SP
04438,-23.67625434512955,-46.6700386415183,sao paulo,SP
04439,-23.68039899708581,-46.668303711523386,sao paulo,SP
04444,-23.690036085752265,-46.68683819204811,sao paulo,SP
04445,-23.682323252842075,-46.68525684638463,sao paulo,SP
04446,-23.68715525728547,-46.68332726894224,sao paulo,SP
04447,-23.683031182353247,-46.68155191173757,sao paulo,SP
04448,-23.750898087249457,-46.70457604995271,sao paulo,SP
04455,-23.679596456705504,-46.679634324730216,sao paulo,SP
04456,-23.68631092339433,-46.67823273180374,sao paulo,SP
04457,-23.689878956979623,-46.67581296370386,sao paulo,SP
04458,-23.687249390645746,-46.67276090363734,sao paulo,SP
04459,-23.69363957369148,-46.67259685873388,sao paulo,SP
04460,-23.69199803274857,-46.67452763128281,sao paulo,SP
04461,-23.690506322090158,-46.67948403830283,sao paulo,SP
04462,-23.69412352039933,-46.665332206013005,sao paulo,SP
04463,-23.69464646377463,-46.66162789432454,sao paulo,SP
04464,-23.69761049845985,-46.65766431076813,sao paulo,SP
04466,-23.690309081934956,-46.659657383014846,sao paulo,SP
04467,-23.694318528867775,-46.64749020119007,sao paulo,SP
04468,-23.69120844240868,-46.664946057043046,sao paulo,SP
04469,-23.69257911407179,-46.668452992786634,sao paulo,SP
04470,-23.711956931444412,-46.654341943865774,sao paulo,SP
04472,-23.6964824276239,-46.63906191504909,sao paulo,SP
04473,-23.701968529834417,-46.64904711685606,sao paulo,SP
04474,-23.700240604461182,-46.64278488787578,sao paulo,SP
04475,-23.70106232139766,-46.635705801690825,sao paulo,SP
04476,-23.70799637552653,-46.62732297983615,sao paulo,SP
04477,-23.71607229946912,-46.638346752428845,sao paulo,SP
04479,-23.660234310548965,-46.720390214236446,sao paulo,SP
04501,-23.585264141515296,-46.6635711394305,sao paulo,SP
04502,-23.58348453497028,-46.6636759169599,sao paulo,SP
04503,-23.583528,-46.66667195217647,sao paulo,SP
04504,-23.58477580460501,-46.66548523480866,sao paulo,SP
04505,-23.591287022297223,-46.672595400008035,sao paulo,SP
04506,-23.59206645406545,-46.67277377797328,sao paulo,SP
04507,-23.58725271876032,-46.66741468039433,sao paulo,SP
04508,-23.58913869885744,-46.66995806099499,sao paulo,SP
04509,-23.591436841248736,-46.67043175714123,sao paulo,SP
04510,-23.59396280322004,-46.67009791840266,sao paulo,SP
04511,-23.595858219545235,-46.66979104371285,sao paulo,SP
04512,-23.59649576325809,-46.66733766443542,sao paulo,SP
04513,-23.597110909389254,-46.67139868526742,sao paulo,SP
04514,-23.601002291419032,-46.6715710269202,sao paulo,SP
04515,-23.602040864273803,-46.66627721169717,sao paulo,SP
04516,-23.604017585645718,-46.669951512132904,sao paulo,SP
04517,-23.605965671100517,-46.67351306028915,sao paulo,SP
04518,-23.60908358197097,-46.67391661611184,sao paulo,SP
04520,-23.601835375902223,-46.66861371440935,sao paulo,SP
04521,-23.60044625657865,-46.66407414625591,sao paulo,SP
04522,-23.598193374650556,-46.66239145372185,sao paulo,SP
04523,-23.603608990016674,-46.666811790610986,sao paulo,SP
04524,-23.605306051070453,-46.666350586733216,sao paulo,SP
04530,-23.57953269109581,-46.67357615667379,sao paulo,SP
04531,-23.58156669109582,-46.67742399194992,sao paulo,SP
04532,-23.582918378296498,-46.67505488106646,sao paulo,SP
04533,-23.584026436580302,-46.67911484984708,sao paulo,SP
04534,-23.584310958090484,-46.67400233341862,sao paulo,SP
04535,-23.590068490839066,-46.675130859354255,sao paulo,SP
04536,-23.58167039037162,-46.68112878424766,sao paulo,SP
04537,-23.59309612389759,-46.67736406132848,sao paulo,SP
04538,-23.588385443793666,-46.68089314695027,sao paulo,SP
04542,-23.587417665560586,-46.677898698020705,sao paulo,SP
04543,-23.590009198597635,-46.68189623757863,sao paulo,SP
04544,-23.59169136718799,-46.67692509977497,sao paulo,SP
04545,-23.5958974365803,-46.675289252293815,sao paulo,SP
04546,-23.598010382739893,-46.68061829516995,sao paulo,SP
04547,-23.597787399806673,-46.684443373853085,sao paulo,SP
04548,-23.59938663918865,-46.68362890805878,sao paulo,SP
04549,-23.60200797486325,-46.67741201664842,sao paulo,SP
04550,-23.603760775737243,-46.67868045871086,sao paulo,SP
04551,-23.594764987232388,-46.68693550092402,sao paulo,SP
04552,-23.593554388828075,-46.68542563113858,sao paulo,SP
04553,-23.605544631608005,-46.67877537720266,sao paulo,SP
04555,-23.618764746899423,-46.68144198879803,sao paulo,SP
04556,-23.61333417707312,-46.67844946225976,sao paulo,SP
04557,-23.603134442682812,-46.682875024626384,sao paulo,SP
04558,-23.602636215375952,-46.68566586997228,sao paulo,SP
04559,-23.6127695291419,-46.68025799639331,sao paulo,SP
04560,-23.610705223151918,-46.68130973452021,sao paulo,SP
04561,-23.609622645853747,-46.68460329405909,sao paulo,SP
04562,-23.610143179294823,-46.68681419302905,sao paulo,SP
04563,-23.608856336661116,-46.68867314348783,sao paulo,SP
04564,-23.612838087973977,-46.68524138204741,sao paulo,SP
04565,-23.61060491341101,-46.68962955773556,sao paulo,SP
04566,-23.61252344829359,-46.68567207582019,sao paulo,SP
04567,-23.612979404942564,-46.68997960949848,sao paulo,SP
04568,-23.612234539486337,-46.68615169747245,sao paulo,SP
04569,-23.6087247940591,-46.688822719473116,sao paulo,SP
04570,-23.603214887039066,-46.69028910004617,sao paulo,SP
04571,-23.604584908967603,-46.69364516111718,sao paulo,SP
04575,-23.609015596586644,-46.69403083083272,sao paulo,SP
04576,-23.612040607276786,-46.69375334984707,sao paulo,SP
04578,-23.607606880204433,-46.69723022273188,sao paulo,SP
04580,-23.61975066642636,-46.68524425353457,sao paulo,SP
04581,-23.618826690821685,-46.68801588634657,sao paulo,SP
04582,-23.619141167089804,-46.6897314559987,sao paulo,SP
04583,-23.61763850581942,-46.69602379106002,sao paulo,SP
04601,-23.61765524562871,-46.67938189508913,sao paulo,SP
04602,-23.62357069747245,-46.68260227116394,sao paulo,SP
04603,-23.61929003677297,-46.67710189510013,sao paulo,SP
04604,-23.619986999999995,-46.67740052262104,sao paulo,SP
04605,-23.61826499055399,-46.67441447981951,sao paulo,SP
04606,-23.620053567444735,-46.67463560019333,sao paulo,SP
04607,-23.620154251766508,-46.67340819951657,sao paulo,SP
04608,-23.62399994171619,-46.67395704055463,sao paulo,SP
04609,-23.621691235722405,-46.6720214504512,sao paulo,SP
04610,-23.6246090291419,-46.672592120664774,sao paulo,SP
04611,-23.62305354815626,-46.66989235928214,sao paulo,SP
04612,-23.622772136065304,-46.663276222315176,sao paulo,SP
04613,-23.61937912402125,-46.66621128830283,sao paulo,SP
04614,-23.617332484109244,-46.671824734664426,sao paulo,SP
04615,-23.622093708278666,-46.66849864108354,sao paulo,SP
04616,-23.620738053656847,-46.67268795406545,sao paulo,SP
04617,-23.623148004038928,-46.670987383980645,sao paulo,SP
04618,-23.619596887875776,-46.67716504010616,sao paulo,SP
04619,-23.62448136569949,-46.67493497307978,sao paulo,SP
04620,-23.625497991257426,-46.674713756756766,sao paulo,SP
04621,-23.628985459893823,-46.677640551741405,sao paulo,SP
04622,-23.632393274770614,-46.67649184451939,sao paulo,SP
04623,-23.634827133996907,-46.674376659401304,sao paulo,SP
04624,-23.62762049278664,-46.66940878975994,sao paulo,SP
04625,-23.627887975747868,-46.66664245236363,sao paulo,SP
04626,-23.63618194345453,-46.67001584628181,sao paulo,SP
04627,-23.63785780837732,-46.67325221481337,sao paulo,SP
04630,-23.632893553105713,-46.66250763148481,sao paulo,SP
04631,-23.631687125728547,-46.66440859838998,sao paulo,SP
04632,-23.632553839575294,-46.665389013584914,sao paulo,SP
04633,-23.634621072998986,-46.66499207937563,sao paulo,SP
04634,-23.63856065306712,-46.66692240036927,sao paulo,SP
04635,-23.640866896756446,-46.67046074999341,sao paulo,SP
04636,-23.637622990401788,-46.67715132912534,sao paulo,SP
04637,-23.63072699639332,-46.68180116111719,sao paulo,SP
04638,-23.63224377407813,-46.685288273385645,sao paulo,SP
04639,-23.63662075992554,-46.68497255010382,sao paulo,SP
04640,-23.63624069608748,-46.68130548084141,sao paulo,SP
04641,-23.63940725575626,-46.68681262669517,sao paulo,SP
04642,-23.64071148542905,-46.687971385076025,sao paulo,SP
04643,-23.645557008226795,-46.684182827869584,sao paulo,SP
04644,-23.645618663040302,-46.6847924044757,sao paulo,SP
04645,-23.646323797391645,-46.67931454731954,sao paulo,SP
04646,-23.642688415762603,-46.67610268401235,sao paulo,SP
04647,-23.64792204662705,-46.67782151096426,sao paulo,SP
04648,-23.650766161809685,-46.67409394463039,sao paulo,SP
04649,-23.655105492642413,-46.67237479294824,sao paulo,SP
04650,-23.657288720511858,-46.67710174417161,sao paulo,SP
